Movie ID,Movie Title,Year,Director,Duration,Language,Country,Rating,Actor 1,Actor 2,Actor 3,Budget,Gross,Genre,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Number of Critics,Votes,IMDB Link,IMDB Score,Aspect Ratio,Color
707,Blue Jasmine ,2013,Woody Allen,98,English,USA,PG-13,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,US$18000000.00,US$33404871.00,Crime|Drama|Thriller,Crime,Drama,Thriller,,,415,150082,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1,7.3,2.35,Color
708,United 93,2006,Paul Greengrass,111,English,USA,R,Christian Clemenson,David Alan Basche,Susan Blommaert,US$15000000.00,US$31471430.00,Comedy|Romance,Comedy,Romance,,,,279,83374,http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1,7.6,2.35,Color
710,Honey ,2003,Bille Woodruff,94,English,USA,PG-13,Christian Monzon,Mekhi Phifer,Romeo Miller,US$25000000.00,US$30222640.00,Comedy,Comedy,,,,,97,36666,http://www.imdb.com/title/tt0322589/?ref_=fn_tt_tt_1,5.3,1.85,Color
711,Spy Hard ,1996,Rick Friedberg,81,English,USA,PG-13,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,US$18000000.00,US$26906039.00,Adventure|Children,Adventure,Children,,,,27,29621,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,5.3,1.85,Color
719,The Fog ,1980,John Carpenter,89,English,USA,R,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,US$1000000.00,US$21378000.00,Comedy,Comedy,,,,,212,46492,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,6.8,2.35,Color
720,Soul Surfer ,2011,Sean McNamara,106,English,USA,PG,Dennis Quaid,Chris Brochu,Craig T. Nelson,US$18000000.00,US$43853424.00,Adventure|Animation|Comedy,Adventure,Animation,Comedy,,,110,35514,http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1,7.1,2.35,Color
722,Observe and Report ,2009,Jody Hill,86,English,USA,R,Collette Wolfe,Celia Weston,Dan Bakkedahl,US$18000000.00,US$23993605.00,Documentary,Documentary,,,,,190,52467,http://www.imdb.com/title/tt1197628/?ref_=fn_tt_tt_1,5.8,2.35,Color
724,Raging Bull ,1980,Martin Scorsese,121,English,USA,R,Robert De Niro,Cathy Moriarty,Frank Vincent,US$18000000.00,US$45250.00,Drama|Fantasy|Horror|Thriller,Drama,Fantasy,Horror,Thriller,,151,235133,http://www.imdb.com/title/tt0081398/?ref_=fn_tt_tt_1,8.3,1.85,Black and White
725,Love Happens ,2009,Brandon Camp,109,English,USA,PG-13,Judy Greer,Sasha Alexander,Frances Conroy,US$18000000.00,US$22927390.00,Comedy,Comedy,,,,,111,25344,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,5.6,1.85,Color
726,Young Sherlock Holmes ,1985,Barry Levinson,109,English,USA,PG-13,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,US$18000000.00,US$4250320.00,Drama,Drama,,,,,64,14870,http://www.imdb.com/title/tt0090357/?ref_=fn_tt_tt_1,6.8,1.85,Color
731,Fame ,2009,Kevin Tancharoen,123,English,USA,PG,Kelsey Grammer,Kay Panabaker,Megan Mullally,US$18000000.00,US$22452209.00,Crime|Thriller,Crime,Thriller,,,,134,14062,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,5,2.35,Color
732,127 Hours,2010,Danny Boyle,94,English,USA,R,James Franco,Treat Williams,Kate Burton,US$18000000.00,US$18329466.00,Crime,Crime,,,,,450,279179,http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1,7.6,1.85,Color
733,Small Time Crooks ,2000,Woody Allen,94,English,USA,PG,Woody Allen,Jon Lovitz,Michael Rapaport,US$18000000.00,US$17071230.00,Action|Adventure|Thriller,Action,Adventure,Thriller,,,128,31169,http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1,6.7,1.85,Color
736,Center Stage ,2000,Nicholas Hytner,115,English,USA,PG-13,Amanda Schull,Susan May Pratt,Ethan Stiefel,US$18000000.00,US$17174870.00,Action|Adventure|Romance|Thriller,Action,Adventure,Romance,Thriller,,68,15817,http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1,6.7,2.35,Color
737,Love the Coopers ,2015,Jessie Nelson,107,English,USA,PG-13,Olivia Wilde,Alex Borstein,Timothée Chalamet,US$17000000.00,US$26284475.00,Action|Sci-Fi,Action,Sci-Fi,,,,97,9051,http://www.imdb.com/title/tt2279339/?ref_=fn_tt_tt_1,5.7,2.35,Color
742,Catch That Kid ,2004,Bart Freundlich,91,English,USA,PG,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,US$18000000.00,US$16702864.00,Horror|Thriller,Horror,Thriller,,,,54,8023,http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1,5.2,1.85,Color
743,Life as a House ,2001,Irwin Winkler,125,English,USA,R,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,US$18000000.00,US$15561627.00,Comedy,Comedy,,,,,99,39105,http://www.imdb.com/title/tt0264796/?ref_=fn_tt_tt_1,7.5,2.35,Color
747,Steve Jobs ,2015,Danny Boyle,122,English,UK,R,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,US$30000000.00,US$17750583.00,Comedy,Comedy,,,,,412,93548,http://www.imdb.com/title/tt2080374/?ref_=fn_tt_tt_1,7.2,2.35,Color
748,"I Love You, Beth Cooper ",2009,Chris Columbus,102,English,Canada,PG-13,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,US$18000000.00,US$14793904.00,Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,107,28209,http://www.imdb.com/title/tt1032815/?ref_=fn_tt_tt_1,5.3,1.85,Color
761,Youth in Revolt ,2009,Miguel Arteta,90,English,USA,R,Steve Buscemi,Ari Graynor,Fred Willard,US$18000000.00,US$15281286.00,Action|Adventure,Action,Adventure,,,,192,64646,http://www.imdb.com/title/tt0403702/?ref_=fn_tt_tt_1,6.5,1.85,Color
762,The Tailor of Panama ,2001,John Boorman,109,English,USA,R,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,US$18000000.00,US$13491653.00,Comedy|Crime,Comedy,Crime,,,,104,23728,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,6.1,2.35,Color
765,Getaway ,2013,Courtney Solomon,90,English,USA,PG-13,Rebecca Budig,Paul Freeman,Bruce Payne,US$18000000.00,US$10494494.00,Comedy|Drama,Comedy,Drama,,,,146,19586,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,4.4,2.35,Color
766,The Ice Storm ,1997,Ang Lee,112,English,USA,R,Joan Allen,Kate Burton,Henry Czerny,US$18000000.00,US$7837632.00,Drama,Drama,,,,,124,46396,http://www.imdb.com/title/tt0119349/?ref_=fn_tt_tt_1,7.5,1.85,Color
778,And So It Goes ,2014,Rob Reiner,94,English,USA,PG-13,Yaya DaCosta,Annie Parisse,Frankie Valli,US$18000000.00,US$15155772.00,Comedy|Crime|Drama,Comedy,Crime,Drama,,,107,8895,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,5.7,2.35,Color
780,Troop Beverly Hills ,1989,Jeff Kanew,105,English,USA,PG,Craig T. Nelson,Shelley Long,Kellie Martin,US$18000000.00,US$8508843.00,Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,11,7470,http://www.imdb.com/title/tt0098519/?ref_=fn_tt_tt_1,5.5,1.37,Color
781,Being Julia ,2004,István Szabó,104,English,Canada,R,Miriam Margolyes,Shaun Evans,Juliet Stevenson,US$18000000.00,US$7739049.00,Drama,Drama,,,,,93,10680,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,7.1,1.85,Color
782,9½ Weeks,1986,Adrian Lyne,112,English,USA,R,David Margulies,Karen Young,Kim Chan,US$17000000.00,US$6734844.00,Drama|Thriller,Drama,Thriller,,,,38,29591,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,5.9,1.85,Color
783,Dragonslayer ,1981,Matthew Robbins,108,English,USA,PG,Ian McDiarmid,Ralph Richardson,Albert Salmi,US$18000000.00,US$6000000.00,Animation|Children|Drama|Musical|Romance,Animation,Children,Drama,Musical,Romance,60,10832,http://www.imdb.com/title/tt0082288/?ref_=fn_tt_tt_1,6.7,2.35,Color
784,Lawrence of Arabia ,1962,David Lean,227,English,UK,PG,Claude Rains,José Ferrer,Jack Hawkins,US$15000000.00,US$6000000.00,Comedy|Thriller,Comedy,Thriller,,,,181,192775,http://www.imdb.com/title/tt0056172/?ref_=fn_tt_tt_1,8.4,2.2,Color
785,The Last Station ,2009,Michael Hoffman,112,English,Germany,R,David Masterson,Kerry Condon,Anne-Marie Duff,US$13000000.00,US$6615578.00,Comedy,Comedy,,,,,184,15352,http://www.imdb.com/title/tt0824758/?ref_=fn_tt_tt_1,7,2.35,Color
786,Ed Wood ,1994,Tim Burton,127,English,USA,R,Johnny Depp,Bill Murray,Martin Landau,US$18000000.00,US$5887457.00,Action|Drama|Thriller,Action,Drama,Thriller,,,148,142416,http://www.imdb.com/title/tt0109707/?ref_=fn_tt_tt_1,7.9,1.85,Black and White
788,Labor Day ,2013,Jason Reitman,111,English,USA,PG-13,J.K. Simmons,Kate Winslet,Brooke Smith,US$18000000.00,US$13362308.00,Comedy|Fantasy|Romance|Sci-Fi,Comedy,Fantasy,Romance,Sci-Fi,,217,31898,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,6.9,2.35,Color
798,Mongol: The Rise of Genghis Khan ,2007,Sergey Bodrov,126,Mongolian,Russia,R,Tadanobu Asano,Khulan Chuluun,Honglei Sun,US$20000000.00,US$5701643.00,Action|Adventure|Drama|Thriller,Action,Adventure,Drama,Thriller,,160,37635,http://www.imdb.com/title/tt0416044/?ref_=fn_tt_tt_1,7.3,2.35,Color
799,RocknRolla ,2008,Guy Ritchie,114,English,UK,R,Tom Hardy,Gerard Butler,Tom Wilkinson,US$18000000.00,US$5694401.00,Comedy|Horror|Thriller,Comedy,Horror,Thriller,,,209,194489,http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1,7.3,2.35,Color
800,Megaforce ,1982,Hal Needham,99,English,USA,PG,Barry Bostwick,Michael Beck,Henry Silva,US$20000000.00,US$5333658.00,Drama|Mystery|Western,Drama,Mystery,Western,,,40,2541,http://www.imdb.com/title/tt0084316/?ref_=fn_tt_tt_1,3.5,1.85,Color
801,Hamlet ,1996,Kenneth Branagh,150,English,UK,PG-13,Julie Christie,Brian Blessed,Richard Briers,US$18000000.00,US$4414535.00,Children|Comedy,Children,Comedy,,,,85,30618,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,7.8,2.2,Color
802,Hamlet ,1996,Kenneth Branagh,150,English,UK,PG-13,Julie Christie,Brian Blessed,Richard Briers,US$18000000.00,US$4414535.00,Drama|Romance,Drama,Romance,,,,85,30618,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,7.8,2.2,Color
803,Mao's Last Dancer ,2009,Bruce Beresford,117,English,Australia,PG,Bruce Greenwood,Suzie Steen,Aden Young,US$17315968.00,US$4806750.00,Comedy|Drama|Romance,Comedy,Drama,Romance,,,83,6091,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,7.4,1.85,Color
804,Midnight Special ,2016,Jeff Nichols,112,English,Greece,PG-13,Kirsten Dunst,Sam Shepard,Paul Sparks,US$18000000.00,US$3707794.00,Comedy|Romance,Comedy,Romance,,,,263,31359,http://www.imdb.com/title/tt2649554/?ref_=fn_tt_tt_1,6.7,2.35,Color
805,Anything Else ,2003,Woody Allen,108,English,USA,R,Woody Allen,Stockard Channing,Fisher Stevens,US$18000000.00,US$3203044.00,Drama|Thriller,Drama,Thriller,,,,128,25165,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,6.4,2.35,Color
806,The Railway Man ,2013,Jonathan Teplitzky,116,English,Australia,R,Jeremy Irvine,Colin Firth,Sam Reid,US$18000000.00,US$4435083.00,Crime|Drama,Crime,Drama,,,,186,27882,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,7.1,2.35,Color
808,The White Ribbon ,2009,Michael Haneke,144,German,Germany,R,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,US$12000000.00,US$2222647.00,Adventure|Children,Adventure,Children,,,,292,52958,http://www.imdb.com/title/tt1149362/?ref_=fn_tt_tt_1,7.8,1.85,Black and White
809,The Wraith ,1986,Mike Marvin,93,English,USA,R,Clint Howard,Randy Quaid,Nick Cassavetes,US$2700000.00,US$3500000.00,Action|Adventure,Action,Adventure,,,,70,10082,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,5.9,1.85,Color
810,The Salton Sea ,2002,D.J. Caruso,103,English,USA,R,Adam Goldberg,Meat Loaf,Anthony LaPaglia,US$18000000.00,US$676698.00,Children|Comedy|Fantasy,Children,Comedy,Fantasy,,,79,26730,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1,7.2,1.85,Color
813,Metallica Through the Never ,2013,Nimród Antal,93,English,USA,R,James Hetfield,Mackenzie Gray,Lars Ulrich,US$32496604.00,US$3419967.00,Comedy,Comedy,,,,,103,13359,http://www.imdb.com/title/tt2172935/?ref_=fn_tt_tt_1,7.2,2.35,Color
818,One Man's Hero ,1999,Lance Hool,121,English,Spain,R,Tom Berenger,Joaquim de Almeida,Mark Moses,US$11350000.00,US$229311.00,Comedy,Comedy,,,,,10,899,http://www.imdb.com/title/tt0120775/?ref_=fn_tt_tt_1,6.2,2.35,Color
828,Renaissance ,2006,Christian Volckman,105,English,France,R,Romola Garai,Catherine McCormack,Kevork Malikyan,US$14000000.00,US$63260.00,Adventure|Children,Adventure,Children,,,,112,14325,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,6.7,2.35,Color
829,Superbad ,2007,Greg Mottola,119,English,USA,R,Emma Stone,Joe Lo Truglio,Kevin Corrigan,US$20000000.00,US$121463226.00,Comedy|Fantasy|Musical,Comedy,Fantasy,Musical,,,256,422606,http://www.imdb.com/title/tt0829482/?ref_=fn_tt_tt_1,7.6,1.85,Color
830,Madea Goes to Jail ,2009,Tyler Perry,103,English,USA,PG-13,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,US$17579379.00,US$90485233.00,Comedy,Comedy,,,,,44,9544,http://www.imdb.com/title/tt1142800/?ref_=fn_tt_tt_1,4.1,1.85,Color
832,Step Up 2: The Streets,2008,Jon M. Chu,98,English,USA,PG-13,Cassie Ventura,Mari Koda,Luis Rosado,US$23000000.00,US$58006147.00,Crime|Thriller,Crime,Thriller,,,,97,67653,http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1,6.2,1.85,Color
833,Hoodwinked! ,2005,Cory Edwards,80,English,USA,PG,Anne Hathaway,Chazz Palminteri,Jim Belushi,US$17500000.00,US$51053787.00,Comedy,Comedy,,,,,142,45900,http://www.imdb.com/title/tt0443536/?ref_=fn_tt_tt_1,6.5,1.85,Color
834,Hotel Rwanda ,2004,Terry George,121,English,UK,PG-13,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,US$17500000.00,US$23472900.00,Comedy,Comedy,,,,,187,264533,http://www.imdb.com/title/tt0395169/?ref_=fn_tt_tt_1,8.1,2.35,Color
835,Hitman ,2007,Xavier Gens,94,English,France,R,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,US$24000000.00,US$39687528.00,Drama,Drama,,,,,193,140780,http://www.imdb.com/title/tt0465494/?ref_=fn_tt_tt_1,6.3,2.35,Color
836,Black Nativity ,2013,Kasi Lemmons,93,English,USA,PG,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,US$17500000.00,US$7017178.00,Action|Adventure|Thriller,Action,Adventure,Thriller,,,40,1633,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,4.4,2.35,Color
837,City of Ghosts ,2002,Matt Dillon,116,English,USA,R,Kirk Fox,Shawn Andrews,Rob Campbell,US$17500000.00,US$325491.00,Children|Comedy|Fantasy,Children,Comedy,Fantasy,,,38,4387,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,6,1.85,Color
838,The Others ,2001,Alejandro Amenábar,101,English,USA,PG-13,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,US$17000000.00,US$96471845.00,Comedy|Drama|Romance,Comedy,Drama,Romance,,,239,268581,http://www.imdb.com/title/tt0230600/?ref_=fn_tt_tt_1,7.6,1.85,Color
839,Aliens ,1986,James Cameron,154,English,USA,R,Michael Biehn,Carrie Henn,Jenette Goldstein,US$18500000.00,US$85200000.00,Action|Thriller,Action,Thriller,,,,250,488537,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,8.4,1.85,Color
840,My Fair Lady ,1964,George Cukor,170,English,USA,Approved,Jeremy Brett,Rex Harrison,Theodore Bikel,US$17000000.00,US$72000000.00,Children|Comedy,Children,Comedy,,,,82,66959,http://www.imdb.com/title/tt0058385/?ref_=fn_tt_tt_1,7.9,2.2,Color
842,I Know What You Did Last Summer ,1997,Jim Gillespie,99,English,USA,R,Muse Watson,Sarah Michelle Gellar,Anne Heche,US$17000000.00,US$72219395.00,Comedy|Horror,Comedy,Horror,,,,140,105585,http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1,5.6,2.35,Color
848,Let's Be Cops ,2014,Luke Greenfield,104,English,USA,R,Rob Riggle,Damon Wayans Jr.,James D'Arcy,US$17000000.00,US$82389560.00,Drama,Drama,,,,,129,106820,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,6.5,1.85,Color
849,Sideways ,2004,Alexander Payne,126,English,USA,R,Virginia Madsen,Patrick Gallagher,M.C. Gainey,US$12000000.00,US$71502303.00,Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,285,149966,http://www.imdb.com/title/tt0375063/?ref_=fn_tt_tt_1,7.5,1.85,Color
851,Beerfest ,2006,Jay Chandrasekhar,110,English,USA,R,Chris Moss,Owain Yeoman,Jay Chandrasekhar,US$17500000.00,US$19179969.00,Drama,Drama,,,,,91,54710,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,6.3,2.35,Color
852,Halloween ,1978,John Carpenter,101,English,USA,R,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,US$300000.00,US$47000000.00,Comedy|Drama|Romance,Comedy,Drama,Romance,,,318,157857,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,7.9,2.35,Color
862,Halloween ,1978,John Carpenter,101,English,USA,R,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,US$300000.00,US$47000000.00,Drama,Drama,,,,,318,157857,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,7.9,2.35,Color
865,Good Boy! ,2003,John Hoffman,87,English,USA,PG,Liam Aiken,Molly Shannon,Kevin Nealon,US$17000000.00,US$37566230.00,Drama,Drama,,,,,52,3407,http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1,5.1,1.85,Color
866,The Best Man Holiday ,2013,Malcolm D. Lee,123,English,USA,R,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,US$17000000.00,US$70492685.00,Crime|Drama|Romance|Thriller,Crime,Drama,Romance,Thriller,,56,11600,http://www.imdb.com/title/tt2083355/?ref_=fn_tt_tt_1,6.7,2.35,Color
869,Smokin' Aces ,2006,Joe Carnahan,109,English,UK,R,Ryan Reynolds,Common,Alex Rocco,US$17000000.00,US$35635046.00,Crime|Drama|Musical|Thriller,Crime,Drama,Musical,Thriller,,186,121058,http://www.imdb.com/title/tt0475394/?ref_=fn_tt_tt_1,6.7,2.35,Color
880,Saw 3D: The Final Chapter,2010,Kevin Greutert,90,English,Canada,R,Costas Mandylor,Gina Holden,Betsy Russell,US$20000000.00,US$45670855.00,Sci-Fi|Thriller,Sci-Fi,Thriller,,,,178,67978,http://www.imdb.com/title/tt1477076/?ref_=fn_tt_tt_1,5.6,1.85,Color
881,40 Days and 40 Nights,2002,Michael Lehmann,96,English,USA,R,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,US$17000000.00,US$37939782.00,Children|Comedy,Children,Comedy,,,,140,62272,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,5.6,1.85,Color
882,A Night at the Roxbury ,1998,John Fortenberry,82,English,USA,PG-13,Will Ferrell,Chris Kattan,Dan Hedaya,US$17000000.00,US$30324946.00,Drama|Thriller,Drama,Thriller,,,,63,48458,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,6.2,1.85,Color
885,Beastly ,2011,Daniel Barnz,86,English,USA,PG-13,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,US$17000000.00,US$27854896.00,Children|Drama|Fantasy,Children,Drama,Fantasy,,,148,64190,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,5.6,2.35,Color
886,The Hills Have Eyes ,2006,Alexandre Aja,108,English,USA,R,Dan Byrd,Greg Nicotero,Vinessa Shaw,US$15000000.00,US$41777564.00,Action|Comedy|Crime,Action,Comedy,Crime,,,265,129719,http://www.imdb.com/title/tt0454841/?ref_=fn_tt_tt_1,6.4,2.35,Color
892,Dickie Roberts: Former Child Star ,2003,Sam Weisman,98,English,USA,PG-13,Kevin Grevioux,Jenna Boyd,Mary McCormack,US$17000000.00,US$22734486.00,Comedy|Drama|Romance,Comedy,Drama,Romance,,,75,11815,http://www.imdb.com/title/tt0325258/?ref_=fn_tt_tt_1,5.6,2.35,Color
893,"McFarland, USA ",2015,Niki Caro,129,English,USA,PG,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,US$17000000.00,US$44469602.00,Drama,Drama,,,,,113,23480,http://www.imdb.com/title/tt2097298/?ref_=fn_tt_tt_1,7.4,2.35,Color
984,Lottery Ticket ,2010,Erik White,99,English,USA,PG-13,Brandon T. Jackson,Loretta Devine,Shad Moss,US$17259150.00,US$24708699.00,Comedy|Drama,Comedy,Drama,,,,62,7991,http://www.imdb.com/title/tt0979434/?ref_=fn_tt_tt_1,4.9,2.35,Color
986,ATL ,2006,Chris Robinson,105,English,USA,PG-13,T.I.,Adam Boyer,Malika,US$7306507.00,US$21160089.00,Adventure|Children,Adventure,Children,,,,54,8522,http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1,6,2.35,Color
988,Pitch Perfect ,2012,Jason Moore,112,English,USA,PG-13,Anna Kendrick,Hana Mae Lee,Ben Platt,US$17000000.00,US$64998368.00,Comedy|Drama,Comedy,Drama,,,,223,213898,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1,7.2,1.85,Color
990,Summer Catch ,2001,Michael Tollin,108,English,USA,PG-13,Marc Blucas,Brian Dennehy,Bruce Davison,US$34000000.00,US$19693891.00,Action|Adventure|Thriller,Action,Adventure,Thriller,,,50,12993,http://www.imdb.com/title/tt0234829/?ref_=fn_tt_tt_1,4.9,1.85,Color
991,A Simple Plan ,1998,Sam Raimi,121,English,UK,R,Gary Cole,Bridget Fonda,Chelcie Ross,US$17000000.00,US$16311763.00,Drama,Drama,,,,,125,50656,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,7.5,1.85,Color
992,They ,2002,Robert Harmon,89,English,USA,PG-13,Alexander Gould,Ethan Embry,Marc Blucas,US$17000000.00,US$12693621.00,Thriller,Thriller,,,,,81,10885,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,4.8,2.35,Color
993,Larry the Cable Guy: Health Inspector ,2006,Trent Cooper,89,English,USA,PG-13,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,US$4000000.00,US$15655665.00,Drama,Drama,,,,,37,9104,http://www.imdb.com/title/tt0462395/?ref_=fn_tt_tt_1,3.1,1.33,Color
994,The Adventures of Elmo in Grouchland ,1999,Gary Halvorson,73,English,USA,G,Vanessa Williams,Kevin Clash,Caroll Spinney,US$17000000.00,US$11634458.00,Comedy|Drama,Comedy,Drama,,,,44,2045,http://www.imdb.com/title/tt0159421/?ref_=fn_tt_tt_1,5.8,1.85,Color
996,Brooklyn's Finest ,2009,Antoine Fuqua,132,English,USA,R,Don Cheadle,Lili Taylor,Armando Riesco,US$17000000.00,US$27154426.00,Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,197,52852,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,6.7,2.35,Color
997,Evil Dead ,2013,Fede Alvarez,96,English,USA,R,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,US$17000000.00,US$54239856.00,Drama|Thriller,Drama,Thriller,,,,543,125016,http://www.imdb.com/title/tt1288558/?ref_=fn_tt_tt_1,6.5,2.35,Color
998,My Life in Ruins ,2009,Donald Petrie,98,English,USA,PG-13,Nia Vardalos,Harland Williams,Rachel Dratch,US$17000000.00,US$8662318.00,Action|Crime,Action,Crime,,,,112,15033,http://www.imdb.com/title/tt0865559/?ref_=fn_tt_tt_1,5.9,1.85,Color
999,American Dreamz ,2006,Paul Weitz,107,English,USA,PG-13,Judy Greer,Dennis Quaid,Chris Klein,US$19000000.00,US$7156725.00,Crime|Film-Noir,Crime,Film-Noir,,,,153,22639,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,5.5,1.85,Color
1000,Superman IV: The Quest for Peace ,1987,Sidney J. Furie,134,English,UK,PG,Jim Broadbent,Margot Kidder,William Hootkins,US$17000000.00,US$15681020.00,Crime,Crime,,,,,94,33570,http://www.imdb.com/title/tt0094074/?ref_=fn_tt_tt_1,3.6,2.35,Color
1002,How She Move ,2007,Ian Iqbal Rashid,94,English,Canada,PG-13,DeRay Davis,Clé Bennett,Conrad Coates,US$17291703.00,US$7070459.00,Comedy|Romance,Comedy,Romance,,,,62,4600,http://www.imdb.com/title/tt0770810/?ref_=fn_tt_tt_1,3.3,1.85,Color
1003,Running Scared ,2006,Wayne Kramer,122,English,Germany,R,Paul Walker,Chazz Palminteri,Ivana Milicevic,US$17000000.00,US$6855137.00,Drama|Thriller,Drama,Thriller,,,,157,88590,http://www.imdb.com/title/tt0404390/?ref_=fn_tt_tt_1,7.4,2.35,Color
1004,Bobby Jones: Stroke of Genius ,2004,Rowdy Herrington,128,English,USA,PG,Aidan Quinn,Jeremy Northam,Paul Freeman,US$20527592.00,US$2694071.00,Action|Thriller,Action,Thriller,,,,35,3222,http://www.imdb.com/title/tt0375104/?ref_=fn_tt_tt_1,6.7,2.35,Color
1005,Shanghai Surprise ,1986,Jim Goddard,97,English,UK,PG-13,Victor Wong,Paul Freeman,Clyde Kusatsu,US$17000000.00,US$2315683.00,Children|Comedy,Children,Comedy,,,,21,4081,http://www.imdb.com/title/tt0091934/?ref_=fn_tt_tt_1,3,1.85,Color
1006,The Illusionist ,2006,Neil Burger,110,English,USA,PG-13,Rufus Sewell,Eddie Marsan,Jake Wood,US$16000000.00,US$39825798.00,Drama,Drama,,,,,236,295375,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,7.6,1.85,Color
1034,The Illusionist ,2006,Neil Burger,110,English,USA,PG-13,Rufus Sewell,Eddie Marsan,Jake Wood,US$16000000.00,US$39825798.00,Comedy|Crime|Drama|Thriller,Comedy,Crime,Drama,Thriller,,236,295375,http://www.imdb.com/title/tt0443543/?ref_=fn_tt_tt_1,7.6,1.85,Color
1038,Veronica Guerin ,2003,Joel Schumacher,98,English,Ireland,R,Brenda Fricker,David Murray,Gerard McSorley,US$17000000.00,US$1569918.00,Drama,Drama,,,,,106,16234,http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1,6.9,2.35,Color
